,C,H,N,O,S,P,Intensity
2027,27,36,0,13,0,0,9583796.0
2028,27,36,0,14,0,0,6905957.333333333
2029,27,36,0,15,0,0,4388777.333333333
2030,27,36,0,16,0,0,2555195.0
2036,27,38,0,10,0,0,11379120.666666666
2037,27,38,0,11,0,0,9518287.333333334
2038,27,38,0,12,0,0,7469544.666666667
2039,27,38,0,13,0,0,5106769.333333333
2040,27,38,0,14,0,0,3569428.0
2046,27,40,0,10,0,0,7629446.333333333
2047,27,40,0,11,0,0,5691421.333333333
2048,27,40,0,12,0,0,3886405.3333333335
2049,27,40,0,13,0,0,2883239.0
2055,28,24,0,14,0,0,5612288.333333333
2056,28,24,0,15,0,0,5037293.333333333
2057,28,24,0,16,0,0,4929836.0
2058,28,24,0,17,0,0,4709652.0
2059,28,24,0,18,0,0,3882351.0
2060,28,24,0,19,0,0,3474218.3333333335
2061,28,24,0,20,0,0,2365740.6666666665
2065,28,26,0,13,0,0,7318939.0
2066,28,26,0,14,0,0,7798532.0
2067,28,26,0,15,0,0,6948107.0
2068,28,26,0,16,0,0,6527587.666666667
2069,28,26,0,17,0,0,5315685.333333333
2070,28,26,0,18,0,0,4413141.333333333
2071,28,26,0,19,0,0,3360131.0
2072,28,26,0,20,0,0,2704554.3333333335
2078,28,28,0,13,0,0,9548784.0
2079,28,28,0,14,0,0,9950650.0
2080,28,28,0,15,0,0,8158160.666666667
2081,28,28,0,16,0,0,7570317.666666667
2082,28,28,0,17,0,0,6165068.666666667
2083,28,28,0,18,0,0,4531927.333333333
2084,28,28,0,19,0,0,3584638.3333333335
2085,28,28,0,20,0,0,2491429.0
2087,28,29,1,13,0,0,2665911.3333333335
2088,28,29,1,14,0,0,2628722.6666666665
2093,28,30,0,12,0,0,13123060.666666666
2094,28,30,0,13,0,0,11516499.666666666
2095,28,30,0,14,0,0,11093110.666666666
2096,28,30,0,15,0,0,9740263.666666666
2097,28,30,0,16,0,0,8417107.0
2098,28,30,0,17,0,0,6747507.666666667
2099,28,30,0,18,0,0,4690293.666666667
2100,28,30,0,19,0,0,2903579.3333333335
2101,28,31,1,13,0,0,2577862.3333333335
2102,28,31,1,14,0,0,2257206.3333333335
2107,28,32,0,12,0,0,13700787.666666666
2108,28,32,0,13,0,0,12985883.333333334
2109,28,32,0,14,0,0,12542094.0
2110,28,32,0,15,0,0,10651299.0
2111,28,32,0,16,0,0,8448776.333333334
2112,28,32,0,17,0,0,6004188.333333333
2113,28,32,0,18,0,0,3418801.3333333335
2118,28,34,0,11,0,0,11495930.666666666
2119,28,34,0,12,0,0,12611451.0
2120,28,34,0,13,0,0,13177330.333333334
2121,28,34,0,14,0,0,12442793.333333334
2122,28,34,0,15,0,0,9781933.333333334
2123,28,34,0,16,0,0,6740993.333333333
2124,28,34,0,17,0,0,4189404.0
2125,28,34,0,18,0,0,2370186.3333333335
2131,28,36,0,11,0,0,13413021.0
2132,28,36,0,12,0,0,12409590.333333334
2133,28,36,0,13,0,0,12268331.333333334
2134,28,36,0,14,0,0,9304946.333333334
2135,28,36,0,15,0,0,6933509.0
2136,28,36,0,16,0,0,4477159.333333333
2137,28,36,0,17,0,0,3521140.0
2144,28,38,0,11,0,0,11914732.333333334
2145,28,38,0,12,0,0,10574802.0
2146,28,38,0,13,0,0,8479174.0
2147,28,38,0,14,0,0,6210107.666666667
2148,28,38,0,15,0,0,3662845.6666666665
2154,28,40,0,10,0,0,10100438.666666666
2155,28,40,0,11,0,0,8620351.666666666
2156,28,40,0,12,0,0,6682467.0
2157,28,40,0,13,0,0,4560321.0
2158,28,40,0,14,0,0,2885211.0
2161,29,24,0,15,0,0,4087455.6666666665
2162,29,24,0,16,0,0,4296242.666666667
2163,29,24,0,17,0,0,3853254.6666666665
2164,29,24,0,18,0,0,3636143.0
2165,29,24,0,19,0,0,2516175.3333333335
2166,29,24,0,20,0,0,2355724.0
2170,29,26,0,14,0,0,6273578.333333333
2171,29,26,0,15,0,0,5588291.666666667
2172,29,26,0,16,0,0,5696943.333333333
2173,29,26,0,17,0,0,4840099.333333333
2174,29,26,0,18,0,0,3918363.6666666665
2175,29,26,0,20,0,0,2391425.6666666665
2176,29,27,1,15,0,0,2300065.0
2180,29,28,0,13,0,0,8314971.666666667
2181,29,28,0,14,0,0,8132169.333333333
2182,29,28,0,15,0,0,7744476.666666667
2183,29,28,0,16,0,0,6258967.0
2184,29,28,0,17,0,0,5396164.666666667
2185,29,28,0,18,0,0,4189652.0
2186,29,28,0,19,0,0,3470634.6666666665
2193,29,30,0,13,0,0,11687690.0
2194,29,30,0,14,0,0,10232423.333333334
2195,29,30,0,15,0,0,8961982.666666666
2196,29,30,0,16,0,0,7793086.0
2197,29,30,0,17,0,0,5686997.666666667
2198,29,30,0,19,0,0,3228157.0
2199,29,31,1,14,0,0,2577192.0
2204,29,32,0,12,0,0,10006175.666666666
2205,29,32,0,13,0,0,13161237.333333334
2206,29,32,0,14,0,0,10873132.333333334
2207,29,32,0,15,0,0,10227944.0
2208,29,32,0,16,0,0,8365305.666666667
2209,29,32,0,17,0,0,6222210.0
2210,29,32,0,18,0,0,4090833.3333333335
2211,29,32,0,19,0,0,2558669.3333333335
2215,29,34,0,11,0,0,8472738.666666666
2216,29,34,0,12,0,0,10878893.666666666
2217,29,34,0,13,0,0,12865319.666666666
2218,29,34,0,14,0,0,11354093.666666666
2219,29,34,0,15,0,0,10212525.333333334
2220,29,34,0,16,0,0,7938080.333333333
2221,29,34,0,17,0,0,5280117.333333333
