,C,H,N,O,S,P,Intensity
3080,40,52,0,16,0,0,2043372.0
3104,34,40,0,10,0,0,2596872.3333333335
3105,35,46,0,10,0,0,2351291.0
3108,37,50,0,13,0,0,3079985.3333333335
3112,39,44,0,14,0,0,2093081.3333333333
3155,35,48,0,10,0,0,2349551.5
3156,35,52,0,10,0,0,2424743.0
3159,36,44,0,11,0,0,2468864.5
3164,37,54,0,12,0,0,1928244.5
3170,38,46,0,12,0,0,2204965.5
3172,38,50,0,13,0,0,2604750.5
3177,39,46,0,17,0,0,2197577.0
3178,39,48,0,18,0,0,2130413.0
3180,39,50,0,14,0,0,2440636.0
3181,39,50,0,17,0,0,2030664.5
3183,39,52,0,15,0,0,2116952.0
3185,40,48,0,18,0,0,1755649.5
3186,40,50,0,17,0,0,1858862.5
3188,40,54,0,14,0,0,1878380.0
3370,39,46,0,14,0,0,2417004.0
3662,29,44,0,10,0,0,5999938.333333333
3663,29,44,0,11,0,0,4900711.0
3664,29,44,0,12,0,0,3827825.6666666665
3669,29,46,0,9,0,0,4294869.333333333
3670,29,46,0,10,0,0,3611801.6666666665
3674,30,46,0,8,0,0,7118386.666666667
3675,30,46,0,9,0,0,5949938.666666667
3676,30,46,0,10,0,0,4827439.0
3677,30,46,0,11,0,0,4060285.0
3678,30,46,0,12,0,0,3312884.0
3679,30,46,0,13,0,0,2568713.3333333335
3683,30,48,0,8,0,0,4021980.6666666665
3684,30,48,0,9,0,0,3784347.0
3685,30,48,0,10,0,0,3574635.6666666665
3686,31,48,0,7,0,0,2658183.0
3687,31,48,0,8,0,0,2988539.3333333335
3688,31,48,0,9,0,0,3579991.3333333335
3689,31,48,0,10,0,0,3572882.0
3690,31,48,0,11,0,0,3084848.6666666665
3691,31,48,0,12,0,0,2864322.3333333335
3692,32,48,0,10,0,0,3027795.3333333335
3693,32,48,0,11,0,0,3494418.0
3694,32,48,0,12,0,0,3538715.0
3695,33,50,0,11,0,0,2631531.6666666665
3696,33,50,0,12,0,0,2747432.6666666665
3697,42,66,0,15,0,0,2371780.6666666665
3722,29,46,0,11,0,0,3544635.5
3724,31,50,0,10,0,0,2836873.0
3725,32,50,0,10,0,0,2614832.5
3726,32,50,0,11,0,0,2605273.0
3727,32,50,0,12,0,0,2640382.0
3728,36,54,0,12,0,0,2437713.0
3734,32,48,0,9,0,0,2743686.0
3735,32,48,0,13,0,0,2748045.3333333335
3736,33,50,0,10,0,0,2883933.6666666665
3744,35,54,0,11,0,0,2417141.0
3745,36,54,0,11,0,0,2535551.0
3746,36,54,0,13,0,0,2404427.5
3751,36,56,0,10,0,0,2565660.6666666665
3757,32,50,0,9,0,0,2440736.0
3758,35,54,0,12,0,0,2815304.0
3772,33,50,0,9,0,0,2176482.5
3773,34,52,0,10,0,0,2190746.0
3774,35,56,0,12,0,0,2323893.0
